 # inv_tmp, energy, phys_var, phys_doublon, phys_num, step_i
0.0165676373444467  7.2827270165727986 97.7378593096681243 1.9709016660186010 8.0000000000000000 1
0.0329342317797005  6.5458234837146172 86.8843481731263267 1.9329078311851968 8.0000000000000000 2
0.0491099066428829  5.8250579128410136 77.1177019601651494 1.8958551324957265 8.0000000000000000 3
0.0651058066564682  5.1230952991317578 68.4205904153373581 1.8599154371468476 7.9999999999999982 4
0.0809337367395710  4.4421315158343031 60.7599478847179455 1.8252276759219341 8.0000000000000000 5
0.0966058279785320  3.7838916026198071 54.0899015256843398 1.7918976468026941 8.0000000000000018 6
0.1121342436910494  3.1496461814770447 48.3547809447712993 1.7599992948526766 8.0000000000000000 7
0.1275309332809607  2.5402422112700966 43.4920218073538081 1.7295771521261811 8.0000000000000000 8
0.1428074367998689  1.9561439981217987 39.4348228975495445 1.7006495891510445 8.0000000000000000 9
0.1579747392034371  1.3974805032319273 36.1144650699020460 1.6732125380871894 7.9999999999999982 10
0.1730431703976563  0.8640954194054469 33.4622455123089679 1.6472433863056837 8.0000000000000000 11
0.1880223453200841  0.3555971012750934 31.4110179730222470 1.6227047958688789 8.0000000000000000 12
0.2029211373762307  -0.1285938773056031 29.8963574526749412 1.5995482681812367 8.0000000000000000 13
0.2177476783676084  -0.5892010877357321 28.8573863479309800 1.5777173352294631 8.0000000000000000 14
0.2325093783999541  -1.0270534739252271 28.2373092726246142 1.5571503135163611 8.0000000000000018 15
0.2472129599539431  -1.4430518770607437 27.9837074490402955 1.5377826009286919 7.9999999999999964 16
0.2618645011731479  -1.8381408998954347 28.0486424687865075 1.5195485294933879 8.0000000000000000 17
0.2764694843501524  -2.2132858699353042 28.3886150430175270 1.5023828089427516 7.9999999999999991 18
0.2910328464846693  -2.5694544756539139 28.9644184814304708 1.4862216088046192 8.0000000000000018 19
0.3055590295933268  -2.9076025448719687 29.7409201067472786 1.4710033323136469 7.9999999999999973 20
0.3200520291417241  -3.2286633914816711 30.6867973512187220 1.4566691357715338 8.0000000000000000 21
0.3345154395365841  -3.5335401587284938 31.7742493445850016 1.4431632438196063 7.9999999999999964 22
0.3489524960632248  -3.8231006195912229 32.9786996267499433 1.4304331058597974 8.0000000000000018 23
0.3633661129925046  -4.0981739455438095 34.2785012889402196 1.4184294326576523 8.0000000000000000 24
0.3777589178270207  -4.3595490150558600 35.6546523502292274 1.4071061457532947 8.0000000000000000 25
0.3921332818249421  -4.6079738960134415 37.0905264390248348 1.3964202661945833 8.0000000000000000 26
0.4064913470471703  -4.8441561973364724 38.5716217694784262 1.3863317635838828 8.0000000000000000 27
0.4208350502337969  -5.0687640416095050 40.0853298700040028 1.3768033816354235 8.0000000000000036 28
0.4351661438413437  -5.2824274609609638 41.6207244282496376 1.3678004524094765 8.0000000000000018 29
0.4494862145732253  -5.4857400620580652 43.1683698677701031 1.3592907080912005 8.0000000000000000 30
0.4637966997204381  -5.6792608428900415 44.7201487840356933 1.3512440965470751 8.0000000000000000 31
0.4780989016040218  -5.8635160743519803 46.2691070735231662 1.3436326048337242 7.9999999999999982 32
0.4923940003801100  -6.0390011841135998 47.8093154353832119 1.3364300932616575 8.0000000000000000 33
0.5066830654358703  -6.2061825995773559 49.3357458685530190 1.3296121414429416 8.0000000000000000 34
0.5209670655726731  -6.3654995216492072 50.8441617963514716 1.3231559068984313 8.0000000000000018 35
0.5352468781429957  -6.5173656122933838 52.3310205020138000 1.3170399961984933 8.0000000000000018 36
0.5495232972807180  -6.6621705870968757 53.7933866353107817 1.3112443482038767 8.0000000000000000 37
0.5637970413410457  -6.8002817099335218 55.2288556404148210 1.3057501287131084 7.9999999999999973 38
0.5780687596463506  -6.9320451908154102 56.6354860503944977 1.3005396356717074 8.0000000000000000 39
0.5923390386176153  -7.0577874905929256 58.0117396887985990 1.2955962140265593 8.0000000000000000 40
0.6066084073576044  -7.1778165376791829 59.3564289104075087 1.2909041792927021 8.0000000000000000 41
0.6208773427409995  -7.2924228627244378 60.6686700994553121 1.2864487489217460 7.9999999999999982 42
0.6351462740581190  -7.4018806573847264 61.9478427235050333 1.2822159806078406 7.9999999999999982 43
0.6494155872521209  -7.5064487631954488 63.1935533143454364 1.2781927167286160 7.9999999999999991 44
0.6636856287843815  -7.6063715962113099 64.4056038138448628 1.2743665341877497 8.0000000000000000 45
0.6779567091587309  -7.7018800126070044 65.5839637829265314 1.2707256989976972 7.9999999999999982 46
0.6922291061321280  -7.7931921199191985 66.7287460261520522 1.2672591250122169 8.0000000000000036 47
0.7065030676369434  -7.8805140380966128 67.8401852332751929 1.2639563362863819 8.0000000000000036 48
0.7207788144380808  -7.9640406140416253 68.9186192830480309 1.2608074326053993 7.9999999999999982 49
0.7350565425465879  -8.0439560928906175 69.9644728939763496 1.2578030577819521 7.9999999999999991 50
0.7493364254100323  -8.1204347488996387 70.9782433420738244 1.2549343703747082 7.9999999999999982 51
0.7636186158987058  -8.1936414784780602 71.9604879973437050 1.2521930165280057 7.9999999999999982 52
0.7779032481055802  -8.2637323576430717 72.9118134590814719 1.2495711046747400 7.9999999999999991 53
0.7921904389768436  -8.3308551659469607 73.8328660954680913 1.2470611818814772 7.9999999999999964 54
0.8064802897887876  -8.3951498787507184 74.7243238155950849 1.2446562116471511 8.0000000000000036 55
0.8207728874857536  -8.4567491295745540 75.5868889222997637 1.2423495529947712 7.9999999999999991 56
0.8350683058928006  -8.5157786441417329 76.4212819122196407 1.2401349407198914 8.0000000000000000 57
0.8493666068157264  -8.5723576476402208 77.2282361055156343 1.2380064666803683 8.0000000000000000 58
0.8636678410400485  -8.6265992466521890 78.0084930019647373 1.2359585620298685 8.0000000000000018 59
0.8779720492395577  -8.6786107871385969 78.7627982727498477 1.2339859803126809 7.9999999999999982 60
0.8922792628040964  -8.7284941898124053 79.4918983084518231 1.2320837813503049 7.9999999999999982 61
0.9065895045952804  -8.7763462641849870 80.1965372536148493 1.2302473158610590 8.0000000000000000 62
0.9209027896380124  -8.8222590025250831 80.8774544669541768 1.2284722107630612 7.9999999999999964 63
0.9352191257547997  -8.8663198549252851 81.5353823539233815 1.2267543551184612 7.9999999999999991 64
0.9495385141491182  -8.9086119866270597 82.1710445250716361 1.2250898866830473 8.0000000000000000 65
0.9638609499433471  -8.9492145187109760 82.7851542395079036 1.2234751790305136 8.0000000000000018 66
0.9781864226761436  -8.9882027532133186 83.3784130979322526 1.2219068292248298 8.0000000000000000 67
0.9925149167635243  -9.0256483836839294 83.9515099541914651 1.2203816460175616 8.0000000000000000 68
1.0068464119273859  -9.0616196921528243 84.5051200182329865 1.2188966385496947 8.0000000000000036 69
