stp=4 -1.1878294823 0.6833997592 2.1864630296 3.4242789858
stp=6 -2.4623912732 -0.8925857144 0.5104359160 1.7443963706
stp=8 -3.5878334190 -2.0969913075 -0.8250723080 0.3369317092
stp=10 -4.5373541420 -3.1248482105 -1.9503039659 -0.8483299770
stp=12 -5.3829642592 -4.0174793421 -2.8732413971 -1.8787015736
stp=14 -6.0808091344 -4.8280336094 -3.7391773229 -2.7375927368
stp=16 -6.6041066205 -5.4637493208 -4.4331312861 -3.5157158192
stp=18 -6.9186076437 -5.9925999667 -5.0946151998 -4.1907272878
stp=20 -7.0854887222 -6.3267221739 -5.4706807709 -4.6663773753
stp=22 -7.1305198325 -6.4662766799 -5.7720827107 -5.1421613971
stp=24 -7.1397145017 -6.5329545831 -6.0038754320 -5.3905694048
stp=26 -7.1412271003 -6.5643025077 -6.1574465183 -5.6312111404
stp=28 -7.1419226919 -6.6623130387 -6.4549313148 -5.9688136125
stp=30 -7.1421906967 -6.7775893159 -6.5132478747 -6.0418721448
stp=32 -7.1422662755 -6.8230317882 -6.5289519373 -6.1285972551
stp=34 -7.1422865138 -6.8431325382 -6.5426256739 -6.3153751106
stp=36 -7.1422937457 -6.8578950724 -6.5888847771 -6.4803642805
stp=38 -7.1422959157 -6.8677600588 -6.6609516115 -6.5140938249
stp=40 -7.1422963038 -6.8711983352 -6.6874177477 -6.5203747040
stp=42 -7.1422963535 -6.8719304507 -6.6941738407 -6.5222776202
stp=44 -7.1422963598 -6.8720781035 -6.6960320625 -6.5230549222
stp=46 -7.1422963606 -6.8721041634 -6.6964876528 -6.5233493800
stp=48 -7.1422963606 -6.8721064125 -6.6965393345 -6.5233966557
stp=50 -7.1422963606 -6.8721066530 -6.6965464357 -6.5234053580
stp=52 -7.1422963606 -6.8721066758 -6.6965472984 -6.5234067577
stp=54 -7.1422963606 -6.8721066780 -6.6965474042 -6.5234069847
stp=56 -7.1422963606 -6.8721066783 -6.6965474219 -6.5234070367
stp=58 -7.1422963606 -6.8721066784 -6.6965474260 -6.5234070539
stp=60 -7.1422963606 -6.8721066784 -6.6965474265 -6.5234070570
stp=62 -7.1422963606 -6.8721066784 -6.6965474266 -6.5234070573
stp=64 -7.1422963606 -6.8721066784 -6.6965474266 -6.5234070574
