    0    0    0    0    0    0    0    0 0.5000000000 -0.0000000000 
    0    0    0    0    0    1    0    1 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0 0.2777636794 0.0000000000 
    0    0    0    0    1    1    1    1 0.2222363206 -0.0000000000 
    0    0    0    0    2    0    2    0 0.2500000000 -0.0000000000 
    0    0    0    0    2    1    2    1 0.2500000000 -0.0000000000 
    0    0    0    0    3    0    3    0 0.3713065466 -0.0000000000 
    0    0    0    0    3    1    3    1 0.1286934534 0.0000000000 
    0    0    0    0    4    0    4    0 0.2652053570 -0.0000000000 
    0    0    0    0    4    1    4    1 0.2347946430 -0.0000000000 
    0    0    0    0    5    0    5    0 0.2330935636 -0.0000000000 
    0    0    0    0    5    1    5    1 0.2669064364 -0.0000000000 
    0    0    0    0    6    0    6    0 0.3164360556 -0.0000000000 
    0    0    0    0    6    1    6    1 0.1835639444 -0.0000000000 
    0    0    0    0    7    0    7    0 0.1799846080 -0.0000000000 
    0    0    0    0    7    1    7    1 0.3200153920 0.0000000000 
    0    0    0    0    8    0    8    0 0.2343860904 -0.0000000000 
    0    0    0    0    8    1    8    1 0.2656139096 -0.0000000000 
    0    0    0    0    9    0    9    0 0.3674348652 -0.0000000000 
    0    0    0    0    9    1    9    1 0.1325651348 -0.0000000000 
    0    0    0    0   10    0   10    0 0.1853374078 -0.0000000000 
    0    0    0    0   10    1   10    1 0.3146625922 -0.0000000000 
    0    0    0    0   11    0   11    0 0.2500000000 -0.0000000000 
    0    0    0    0   11    1   11    1 0.2500000000 -0.0000000000 
    0    1    0    1    0    0    0    0 0.0000000000 0.0000000000 
    0    1    0    1    0    1    0    1 0.5000000000 0.0000000000 
    0    1    0    1    1    0    1    0 0.2222363206 0.0000000000 
    0    1    0    1    1    1    1    1 0.2777636794 0.0000000000 
    0    1    0    1    2    0    2    0 0.2500000000 0.0000000000 
    0    1    0    1    2    1    2    1 0.2500000000 0.0000000000 
    0    1    0    1    3    0    3    0 0.1286934534 0.0000000000 
    0    1    0    1    3    1    3    1 0.3713065466 0.0000000000 
    0    1    0    1    4    0    4    0 0.2347946430 0.0000000000 
    0    1    0    1    4    1    4    1 0.2652053570 0.0000000000 
    0    1    0    1    5    0    5    0 0.2669064364 0.0000000000 
    0    1    0    1    5    1    5    1 0.2330935636 0.0000000000 
    0    1    0    1    6    0    6    0 0.1835639444 0.0000000000 
    0    1    0    1    6    1    6    1 0.3164360556 0.0000000000 
    0    1    0    1    7    0    7    0 0.3200153920 0.0000000000 
    0    1    0    1    7    1    7    1 0.1799846080 0.0000000000 
    0    1    0    1    8    0    8    0 0.2656139096 0.0000000000 
    0    1    0    1    8    1    8    1 0.2343860904 0.0000000000 
    0    1    0    1    9    0    9    0 0.1325651348 0.0000000000 
    0    1    0    1    9    1    9    1 0.3674348652 0.0000000000 
    0    1    0    1   10    0   10    0 0.3146625922 0.0000000000 
    0    1    0    1   10    1   10    1 0.1853374078 0.0000000000 
    0    1    0    1   11    0   11    0 0.2500000000 0.0000000000 
    0    1    0    1   11    1   11    1 0.2500000000 0.0000000000 
    1    0    1    0    0    0    0    0 0.2777636794 0.0000000000 
    1    0    1    0    0    1    0    1 0.2222363206 0.0000000000 
    1    0    1    0    1    0    1    0 0.5000000000 0.0000000000 
    1    0    1    0    1    1    1    1 0.0000000000 0.0000000000 
    1    0    1    0    2    0    2    0 0.3713065466 0.0000000000 
    1    0    1    0    2    1    2    1 0.1286934534 0.0000000000 
    1    0    1    0    3    0    3    0 0.2500000000 -0.0000000000 
    1    0    1    0    3    1    3    1 0.2500000000 0.0000000000 
    1    0    1    0    4    0    4    0 0.3674348652 0.0000000000 
    1    0    1    0    4    1    4    1 0.1325651348 0.0000000000 
    1    0    1    0    5    0    5    0 0.1803887759 0.0000000000 
    1    0    1    0    5    1    5    1 0.3196112241 -0.0000000000 
    1    0    1    0    6    0    6    0 0.2500000000 -0.0000000000 
    1    0    1    0    6    1    6    1 0.2500000000 0.0000000000 
    1    0    1    0    7    0    7    0 0.2362710471 0.0000000000 
    1    0    1    0    7    1    7    1 0.2637289529 0.0000000000 
    1    0    1    0    8    0    8    0 0.1746263259 0.0000000000 
    1    0    1    0    8    1    8    1 0.3253736741 0.0000000000 
    1    0    1    0    9    0    9    0 0.2652053570 0.0000000000 
    1    0    1    0    9    1    9    1 0.2347946430 0.0000000000 
    1    0    1    0   10    0   10    0 0.2351345579 0.0000000000 
    1    0    1    0   10    1   10    1 0.2648654421 0.0000000000 
    1    0    1    0   11    0   11    0 0.3164360556 0.0000000000 
    1    0    1    0   11    1   11    1 0.1835639444 0.0000000000 
    1    1    1    1    0    0    0    0 0.2222363206 -0.0000000000 
    1    1    1    1    0    1    0    1 0.2777636794 0.0000000000 
    1    1    1    1    1    0    1    0 0.0000000000 0.0000000000 
    1    1    1    1    1    1    1    1 0.5000000000 0.0000000000 
    1    1    1    1    2    0    2    0 0.1286934534 0.0000000000 
    1    1    1    1    2    1    2    1 0.3713065466 0.0000000000 
    1    1    1    1    3    0    3    0 0.2500000000 -0.0000000000 
    1    1    1    1    3    1    3    1 0.2500000000 0.0000000000 
    1    1    1    1    4    0    4    0 0.1325651348 -0.0000000000 
    1    1    1    1    4    1    4    1 0.3674348652 0.0000000000 
    1    1    1    1    5    0    5    0 0.3196112241 0.0000000000 
    1    1    1    1    5    1    5    1 0.1803887759 -0.0000000000 
    1    1    1    1    6    0    6    0 0.2500000000 0.0000000000 
    1    1    1    1    6    1    6    1 0.2500000000 0.0000000000 
    1    1    1    1    7    0    7    0 0.2637289529 0.0000000000 
    1    1    1    1    7    1    7    1 0.2362710471 0.0000000000 
    1    1    1    1    8    0    8    0 0.3253736741 0.0000000000 
    1    1    1    1    8    1    8    1 0.1746263259 -0.0000000000 
    1    1    1    1    9    0    9    0 0.2347946430 0.0000000000 
    1    1    1    1    9    1    9    1 0.2652053570 0.0000000000 
    1    1    1    1   10    0   10    0 0.2648654421 0.0000000000 
    1    1    1    1   10    1   10    1 0.2351345579 0.0000000000 
    1    1    1    1   11    0   11    0 0.1835639444 0.0000000000 
    1    1    1    1   11    1   11    1 0.3164360556 0.0000000000 
    2    0    2    0    0    0    0    0 0.2500000000 -0.0000000000 
