    0    0    0    0 0.5000001229 -0.0000000000
    0    1    0    1 0.4999998771 0.0000000000
    1    0    1    0 0.4999998771 0.0000000000
    1    1    1    1 0.5000001229 -0.0000000000
    2    0    2    0 0.5000001229 -0.0000000000
    2    1    2    1 0.4999998771 0.0000000000
    3    0    3    0 0.4999998771 0.0000000000
    3    1    3    1 0.5000001229 -0.0000000000
    4    0    4    0 0.4999998771 0.0000000000
    4    1    4    1 0.5000001229 -0.0000000000
    5    0    5    0 0.5000001229 -0.0000000000
    5    1    5    1 0.4999998771 0.0000000000
    6    0    6    0 0.4999998771 0.0000000000
    6    1    6    1 0.5000001229 -0.0000000000
    7    0    7    0 0.5000001229 -0.0000000000
    7    1    7    1 0.4999998771 0.0000000000
    8    0    8    0 0.5000001229 -0.0000000000
    8    1    8    1 0.4999998771 0.0000000000
    9    0    9    0 0.4999998771 0.0000000000
    9    1    9    1 0.5000001229 -0.0000000000
   10    0   10    0 0.5000001229 -0.0000000000
   10    1   10    1 0.4999998771 0.0000000000
   11    0   11    0 0.4999998771 0.0000000000
   11    1   11    1 0.5000001229 -0.0000000000
   12    0   12    0 0.4999998771 0.0000000000
   12    1   12    1 0.5000001229 -0.0000000000
   13    0   13    0 0.5000001229 -0.0000000000
   13    1   13    1 0.4999998771 0.0000000000
   14    0   14    0 0.4999998771 0.0000000000
   14    1   14    1 0.5000001229 -0.0000000000
   15    0   15    0 0.5000001229 -0.0000000000
   15    1   15    1 0.4999998771 0.0000000000
