i=0 isite1=1 isite2=3 tmp_V=0.500000 
i=1 isite1=1 isite2=5 tmp_V=0.500000 
i=2 isite1=2 isite2=3 tmp_V=0.500000 
i=3 isite1=2 isite2=4 tmp_V=0.500000 
i=4 isite1=3 isite2=4 tmp_V=0.500000 
i=5 isite1=3 isite2=5 tmp_V=0.500000 
i=6 isite1=4 isite2=6 tmp_V=0.500000 
i=7 isite1=4 isite2=7 tmp_V=0.500000 
i=8 isite1=5 isite2=6 tmp_V=0.500000 
i=9 isite1=5 isite2=8 tmp_V=0.500000 
i=10 isite1=6 isite2=7 tmp_V=0.500000 
i=11 isite1=6 isite2=8 tmp_V=0.500000 
i=12 isite1=7 isite2=9 tmp_V=0.500000 
i=13 isite1=7 isite2=10 tmp_V=0.500000 
i=14 isite1=8 isite2=9 tmp_V=0.500000 
i=15 isite1=8 isite2=11 tmp_V=0.500000 
i=16 isite1=9 isite2=10 tmp_V=0.500000 
i=17 isite1=9 isite2=11 tmp_V=0.500000 
i=18 isite1=10 isite2=12 tmp_V=0.500000 
i=19 isite1=10 isite2=13 tmp_V=0.500000 
i=20 isite1=11 isite2=12 tmp_V=0.500000 
i=21 isite1=11 isite2=14 tmp_V=0.500000 
i=22 isite1=12 isite2=13 tmp_V=0.500000 
i=23 isite1=12 isite2=14 tmp_V=0.500000 
i=24 isite1=13 isite2=15 tmp_V=0.500000 
i=25 isite1=13 isite2=16 tmp_V=0.500000 
i=26 isite1=14 isite2=15 tmp_V=0.500000 
i=27 isite1=14 isite2=17 tmp_V=0.500000 
i=28 isite1=15 isite2=16 tmp_V=0.500000 
i=29 isite1=15 isite2=17 tmp_V=0.500000 
i=30 isite1=16 isite2=18 tmp_V=0.500000 
i=31 isite1=16 isite2=20 tmp_V=0.500000 
i=32 isite1=17 isite2=18 tmp_V=0.500000 
i=33 isite1=17 isite2=19 tmp_V=0.500000 
i=34 isite1=18 isite2=19 tmp_V=0.500000 
i=35 isite1=18 isite2=20 tmp_V=0.500000 
i=36 isite1=19 isite2=21 tmp_V=0.500000 
i=37 isite1=19 isite2=22 tmp_V=0.500000 
i=38 isite1=20 isite2=21 tmp_V=0.500000 
i=39 isite1=20 isite2=23 tmp_V=0.500000 
i=40 isite1=21 isite2=22 tmp_V=0.500000 
i=41 isite1=21 isite2=23 tmp_V=0.500000 
i=42 isite1=22 isite2=24 tmp_V=0.500000 
i=43 isite1=22 isite2=25 tmp_V=0.500000 
i=44 isite1=23 isite2=24 tmp_V=0.500000 
i=45 isite1=23 isite2=26 tmp_V=0.500000 
i=46 isite1=24 isite2=25 tmp_V=0.500000 
i=47 isite1=24 isite2=26 tmp_V=0.500000 
i=48 isite1=25 isite2=27 tmp_V=0.500000 
i=49 isite1=25 isite2=28 tmp_V=0.500000 
i=50 isite1=26 isite2=27 tmp_V=0.500000 
i=51 isite1=26 isite2=29 tmp_V=0.500000 
i=52 isite1=27 isite2=28 tmp_V=0.500000 
i=53 isite1=27 isite2=29 tmp_V=0.500000 
i=54 isite1=28 isite2=1 tmp_V=0.500000 
i=55 isite1=28 isite2=30 tmp_V=0.500000 
i=56 isite1=29 isite2=2 tmp_V=0.500000 
i=57 isite1=29 isite2=30 tmp_V=0.500000 
i=58 isite1=30 isite2=2 tmp_V=0.500000 
i=59 isite1=30 isite2=1 tmp_V=0.500000 
