stp=4 -0.7733611102 0.9271969959 2.1320034660 3.5708857945
stp=6 -2.1062696917 -0.5461499085 0.7585185068 1.7827620976
stp=8 -3.2408838918 -1.7629364242 -0.5165868303 0.5665487665
stp=10 -4.1897407324 -2.7813459852 -1.6231763611 -0.5506157340
stp=12 -5.0742252940 -3.7176898946 -2.5606692191 -1.5711452975
stp=14 -5.8278188248 -4.5235520445 -3.4536197563 -2.4468598478
stp=16 -6.4398288748 -5.2490779672 -4.1883488283 -3.2632221256
stp=18 -6.8035108139 -5.7863404608 -4.8522608417 -3.9643341624
stp=20 -7.0433423323 -6.2471907612 -5.3575657880 -4.4959771883
stp=22 -7.1212441131 -6.4254751820 -5.6442985336 -4.9689864081
stp=24 -7.1388247187 -6.5109416819 -5.9293835274 -5.3161934118
stp=26 -7.1414557779 -6.5439327642 -6.0788744690 -5.4909815980
stp=28 -7.1419981450 -6.5697360092 -6.2684836941 -5.8410214674
stp=30 -7.1422148758 -6.6483778533 -6.4768061782 -6.0109033656
stp=32 -7.1422720503 -6.7197365471 -6.5151702514 -6.0778165667
stp=34 -7.1422876862 -6.7599568360 -6.5318335000 -6.2113775434
stp=36 -7.1422930170 -6.7923933468 -6.5576766572 -6.4121489095
stp=38 -7.1422954760 -6.8349708791 -6.6393587203 -6.5047051391
stp=40 -7.1422962317 -6.8635210697 -6.6834966974 -6.5183971898
stp=42 -7.1422963442 -6.8704346986 -6.6932972183 -6.5216239376
stp=44 -7.1422963585 -6.8717932742 -6.6957387090 -6.5227757316
stp=46 -7.1422963605 -6.8720788971 -6.6964524413 -6.5233011595
stp=48 -7.1422963606 -6.8721042610 -6.6965369048 -6.5233915060
stp=50 -7.1422963606 -6.8721064388 -6.6965461034 -6.5234045010
stp=52 -7.1422963606 -6.8721066585 -6.6965472873 -6.5234067031
stp=54 -7.1422963606 -6.8721066765 -6.6965474101 -6.5234070014
stp=56 -7.1422963606 -6.8721066782 -6.6965474240 -6.5234070452
stp=58 -7.1422963606 -6.8721066783 -6.6965474260 -6.5234070536
stp=60 -7.1422963606 -6.8721066784 -6.6965474265 -6.5234070568
stp=62 -7.1422963606 -6.8721066784 -6.6965474266 -6.5234070573
stp=64 -7.1422963606 -6.8721066784 -6.6965474266 -6.5234070574
stp=66 -7.1422963606 -6.8721066784 -6.6965474266 -6.5234070574
