stp=4 -7.6225404697 -3.5965911467 0.8397652912 4.9295492379
stp=6 -9.9563039855 -7.0696659588 -3.2872828105 0.2203229032
stp=8 -13.0933170462 -8.6426829040 -6.5644395966 -3.1401908962
stp=10 -14.8643596729 -11.4920887847 -8.2832885654 -6.3966403471
stp=12 -17.9524328236 -13.8987875032 -10.4825281198 -8.0242665757
stp=14 -18.8803940512 -14.7592757986 -12.6586312229 -9.7329775351
stp=16 -19.0115833939 -15.5839427946 -13.7400888557 -11.1635783633
stp=18 -19.0242306797 -15.9530094959 -14.1851761909 -12.5163597582
stp=20 -19.0250614122 -16.0615553350 -14.4968943990 -13.3244646048
stp=22 -19.0251229312 -16.1059182176 -14.8844801070 -13.9086798598
stp=24 -19.0251272788 -16.1268007680 -15.2259991248 -14.2087735673
stp=26 -19.0251275993 -16.1379566848 -15.4612562250 -14.4522610805
stp=28 -19.0251276245 -16.1450053661 -15.6323954101 -14.7348497689
stp=30 -19.0251276266 -16.1513257738 -15.7898942264 -15.0542771120
stp=32 -19.0251276268 -16.1552517252 -15.8719177942 -15.2058068996
stp=34 -19.0251276268 -16.1559908996 -15.8862714448 -15.2363418837
stp=36 -19.0251276268 -16.1560875463 -15.8883701848 -15.2428588787
stp=38 -19.0251276268 -16.1561018317 -15.8887352639 -15.2446799487
stp=40 -19.0251276268 -16.1561044501 -15.8888161999 -15.2453963195
stp=42 -19.0251276268 -16.1561047873 -15.8888287312 -15.2455917737
stp=44 -19.0251276268 -16.1561048308 -15.8888306470 -15.2456416214
stp=46 -19.0251276268 -16.1561048376 -15.8888310045 -15.2456573968
stp=48 -19.0251276268 -16.1561048385 -15.8888310633 -15.2456618383
stp=50 -19.0251276268 -16.1561048387 -15.8888310741 -15.2456632682
stp=52 -19.0251276268 -16.1561048387 -15.8888310764 -15.2456638034
stp=54 -19.0251276268 -16.1561048387 -15.8888310768 -15.2456640157
stp=56 -19.0251276268 -16.1561048387 -15.8888310769 -15.2456640596
stp=58 -19.0251276268 -16.1561048387 -15.8888310769 -15.2456640666
